Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Ceiling Ht,Owner Contact
5286-5298 Oaklawn Blvd,Building D,Retail (Community Center),1,,,C,Existing,20324,1140,$15.05 - 18.39 (Est.),,Richmond,Prince George,"Divaris Real Estate, Inc.",Loretta Cataldi,Prince George,Hopewell,VA,23860-7336,Prince George,,,,N,1/11/2019,"1,055,625",94.39,1975,,20324,5.56,Multi,06/02/2015,51149C0040C,510080,0040C,No,100-year and 500-year Floodplain,,Daniel Benzvi
2200-2270 Old Brick Rd,,Retail (Lifestyle Center),3,,,B,Existing,55334,28197,$19.98 - 24.41 (Est.),Storefront,Richmond,Short Pump,,,Northwest,Glen Allen,VA,23060-5838,Henrico,,,,N,10/14/2022,"8,672,608",89.56,2009,,27667,,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,John Albright
2401-2421 Old Brick Rd,The Flats at West Broad Village (Retail),Retail (Lifestyle Center),3,,,B,Existing,34801,13960,$19.60 - 23.96 (Est.),Storefront,Richmond,Short Pump,,,Northwest,Glen Allen,VA,23060-5843,Henrico,,,,N,10/14/2022,"6,190,255",100.00,2009,,34801,3.45,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,John Albright
1400 N Parham Rd,Regency,Retail (Regional Mall),5,,,A,Existing,296016,115099,$21.24 - 25.96 (Est.),,Richmond,Regency,Cushman & Wakefield | Thalhimer,Connie Nielsen,Northwest,Richmond,VA,23229-5513,Henrico,,,,N,,,95.08,2020,,128332,,,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
1504-1532 N Parham Rd,Parham Plaza Shopping Center,Retail (Community Center),2,,,C,Existing,181580,10812,$15.26 - 18.65 (Est.),Storefront,Richmond,Regency,Rosenthal Properties LLC,Brian Greene,Northwest,Richmond,VA,23229,Henrico,,,,N,5/30/2023,,94.05,1971,,171448,5.60,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,"14'0""",
1505-1527 N Parham Rd,Ridge Shopping Center,Retail (Neighborhood Center),3,,,B,Existing,67464,12300,$25.15 - 30.74 (Est.),Storefront,Richmond,Regency,Rosenthal Properties LLC,Brian Greene,Northwest,Henrico,VA,23229-4604,Henrico,,,,N,5/30/2023,,88.88,1968,,67464,3.94,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,"26'0""",
1531-1567 N Parham Rd,Ridge Shopping Center,Retail (Neighborhood Center),3,,,B,Existing,27769,8400,$17.01 - 20.79 (Est.),Storefront,Richmond,Regency,Rosenthal Properties LLC,Brian Greene,Northwest,Richmond,VA,23229,Henrico,,,,N,5/30/2023,,69.75,1969,,27769,3.17,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
8502-8540 Patterson Ave,Beverly Hills Shopping Center,Retail (Neighborhood Center),3,,,B,Existing,49019,3525,$18.49 - 22.59 (Est.),Storefront,Richmond,Regency,The Wilton Companies,Hank Miller,Northwest,Richmond,VA,23229,Henrico,,,,N,,,92.81,1959,2004,45014,7.83,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Richard Johnson
8901-8911 Patterson Ave,Maybeury South Shopping Center,Retail (Strip Center),2,,,C,Existing,25000,4290,$17.38 - 21.24 (Est.),Storefront,Richmond,Regency,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23229,Henrico,,,,N,,,82.84,1963,2006,25000,2.60,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Richard Johnson
8913-8915 Patterson Ave,Maybeury South Shopping Center,Retail (Strip Center),3,,,B,Existing,4190,2170,$15.97 - 19.52 (Est.),Storefront,Richmond,Regency,The Wilton Companies,Hank Miller,Northwest,Richmond,VA,23229,Henrico,,,,N,,,100.00,1963,2006,4190,7.16,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Richard Johnson
10605-10607 Patterson Ave,,Retail (Strip Center),3,,,B,Existing,5000,450,$14.17 - 17.32 (Est.),Storefront,Richmond,Regency,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23238-4742,Henrico,,,,N,,,100.00,1987,,5000,3.59,Multi,12/18/2012,51041C0050D,51087C,0050D,No,500-year Floodplain,,Richard Johnson
125-177 Perimeter Dr,Building 1400,Retail (Power Center),4,,,A,Existing,91800,15800,$26.32 (Est.),Freestanding,Richmond,Midlothian Village,Cushman & Wakefield | Thalhimer,David Crawford,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,,,90.96,2009,,91800,3.27,Multi,12/18/2012,51041C0015D,51041C,0015D,No,100-year and 500-year Floodplain,,
4300 Pouncey Tract Rd,,Retail (Neighborhood Center),3,,,C,Existing,17500,8056,$25.22 - 30.82 (Est.),,Richmond,Short Pump,Cushman & Wakefield | Thalhimer,Nicki Jassy,Northwest,Richmond,VA,23233,Henrico,,,,N,,,53.97,1997,2008,17500,3.60,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,
4350 Pouncey Tract Rd,Ice Zone Shops at Downtown Short Pump,Retail (Neighborhood Center),4,,,A,Existing,62657,1776,$24.34 - 29.75 (Est.),,Richmond,Short Pump,Colliers | Virginia,Peter Vick,Northwest,Glen Allen,VA,23060-5830,Henrico,,,,N,7/15/2021,"8,320,000",97.17,1997,,62657,,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Bruce Levine
3400-3500 Pump Rd,Short Pump Crossing Shopping Center,Retail (Community Center),3,,,B,Existing,38701,1,$23.38 - 28.58 (Est.),,Richmond,Short Pump,S.L. Nusbaum Realty Co.,Robert Butcher,Northwest,Henrico,VA,23233-1111,Henrico,,,,N,,,100.00,1996,,38701,,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,
8910-9000 Quioccasin Rd,Quioccasin Station,Retail (Neighborhood Center),3,,,C,Existing,76720,36616,$14.43 - 17.63 (Est.),,Richmond,Regency,Commonwealth Commercial Partners,Michael Morris,Northwest,Richmond,VA,23229-5534,Henrico,,,,N,,,52.27,1986,,76720,2.92,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Katherine Watson
13959-13973 Raised Antler Cir,Deer Run Village,Retail (Neighborhood Center),2,,,B,Existing,63431,8880,$14.87 - 18.18 (Est.),,Richmond,Swift Creek,Cushman & Wakefield | Thalhimer,Danielle Beckstoffer,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,,,86.00,1996,,63431,4.75,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,,Eugene Cooke
12441 Redwater Creek Rd,Denny's,Retail,3,,,B,Existing,3010,3010,$14.33 - 17.52 (Est.),,Richmond,South Chesterfield,Harvey Lindsay Commercial Real Estate,Lindsay Bilisoly,Southwest,Chester,VA,23831,Chesterfield,Harvey Lindsay Commercial Real Estate,Lindsay Bilisoly,,Y,,,100.00,2000,,3010,10.00,Single,12/18/2012,51041C0335D,51041C,0335D,No,100-year and 500-year Floodplain,,Ann Adams
13201-13329 Rittenhouse Dr,The Village at Swift Creek,Retail (Power Center),4,,,B,Existing,291170,5818,$19.72 - 24.10 (Est.),,Richmond,Swift Creek,CBRE,Margaret Anne Harrison,Southwest,Midlothian,VA,23112-6245,Chesterfield,,,,N,1/20/2009,"10,300,000",98.00,2003,,291170,5.28,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,"22'0""",
6201-6243 River Rd,River Road I,Retail (Neighborhood Center),3,,,B,Existing,65910,2360,$30.22 - 36.93 (Est.),,Richmond,Regency,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23229,Henrico,,,,N,,,96.42,1960,,65910,5.61,Multi,12/18/2012,51041C0050D,51087C,0050D,Yes,100-year Floodplain,"10'0""",Meade Spotts
11400-11458 Robious Rd,The Shoppes at Belvedere,Retail (Strip Center),3,,,B,Existing,22577,1644,$25.31 - 30.93 (Est.),Storefront,Richmond,Midlothian West,Segall Group,Trey Blankinship,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,5/13/2019,"5,650,000",92.72,2008,,22577,7.66,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,Sean Garland
11523-11541 Robious Rd,,Retail (Community Center),4,,,B,Existing,10800,1,$18.95 - 23.16 (Est.),,Richmond,Midlothian West,S.L. Nusbaum Realty Co.,Robert Butcher,Southwest,Richmond,VA,23235,Chesterfield,,,,N,,,100.00,2019,,10800,,,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,Allan Donn
2545-2557 Sheila Ln,Chippenham Forest Square II,Retail (Strip Center),3,,,B,Existing,6650,1600,$16.80 - 20.53 (Est.),Storefront,Richmond,Midlothian E/Hull St,Commonwealth Commercial Partners,Morgan Trible,Southwest,Richmond,VA,23225,Richmond City,,,,N,,,75.94,2005,,6650,6.70,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,Russel Harper
1008 N Sheppard St,,Retail,3,,,B,Existing,8334,7714,$17.19 - 21.00 (Est.),,Richmond,Near West End,JLL,Jimmy Appich,Northwest,Richmond,VA,23230-4821,Richmond City,,,,N,12/7/2016,"600,000",7.44,1960,,8334,2.01,Multi,04/02/2009,5101290028D,510129,0028D,No,100-year and 500-year Floodplain,,Bradley Cummings
9707 Sliding Hill Rd,,Retail (Neighborhood Center),3,,,B,Existing,3500,3500,$27.08 - 33.09 (Est.),Bank,Richmond,I-95 Chamberlayne/NE,,,Northeast,Ashland,VA,23005,Hanover,,,,N,7/29/2022,"1,150,000",0.00,1970,,3500,7.43,Single,12/02/2008,51085C0305B,51085C,0305B,No,100-year and 500-year Floodplain,,
10393 Sliding Hill Rd,10393 Sliding Hill Rd,Retail (Strip Center),3,,,B,Existing,9340,1200,$19.90 - 24.33 (Est.),Storefront,Richmond,Staples Mill/Parham,S.L. Nusbaum Realty Co.,Andrew Thacker,Northwest,Ashland,VA,23005,Hanover,,,,N,,,100.00,2009,,9340,5.03,Multi,12/02/2008,51085C0315B,51085C,0315B,No,100-year and 500-year Floodplain,,Neil Rankins
1800 South Creek Pky,,Retail (Neighborhood Center),3,,,B,Existing,62570,1500,$12.16 - 14.86 (Est.),,Richmond,Powhatan,Cushman & Wakefield | Thalhimer,Danielle Beckstoffer,Powhatan,Powhatan,VA,23139,Powhatan,,,,N,,,97.60,2004,,62570,3.36,Multi,12/02/2008,51075C0300B,51145C,0300B,No,100-year and 500-year Floodplain,,John Impesi
551-595 Southpark Blvd,South Roslyn Commercial Ctr I,Retail,2,,,C,Existing,13400,800,$23.58 - 28.82 (Est.),,Richmond,Colonial Heights,Roslyn Farm Corp,Nick Walker,TriCities,Colonial Heights,VA,23834,Colonial Heights,,,,N,,,94.03,1996,,13400,5.00,Multi,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,,Nick Walker
601-645 Southpark Blvd,,Retail (Strip Center),2,,,C,Existing,13520,1373,$17.73 - 21.66 (Est.),,Richmond,Colonial Heights,,,TriCities,Colonial Heights,VA,23834,Colonial Heights,,,,N,,,89.84,1996,,13520,4.79,Multi,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,,Nick Walker
723 Southpark Blvd,,Retail (Community Center),3,,,B,Existing,67200,7000,$21.78 - 26.62 (Est.),,Richmond,Colonial Heights,Cushman & Wakefield | Thalhimer,Alicia Brown,TriCities,Colonial Heights,VA,23834-3628,Colonial Heights,,,,N,8/20/2014,,89.58,1998,2004,67200,12.92,Multi,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,"18'0""",
727-729 Southpark Blvd,,Retail (Community Center),3,,,B,Existing,24860,10060,$17.65 - 21.57 (Est.),,Richmond,Colonial Heights,Cushman & Wakefield | Thalhimer,Alicia Brown,TriCities,Colonial Heights,VA,23834-3628,Colonial Heights,,,,N,8/20/2014,,59.53,1998,,24860,6.03,Multi,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,,
796 Southpark Blvd,Panera Bread,Retail,2,,,C,Existing,4863,4863,$16.71 - 20.43 (Est.),Restaurant,Richmond,Colonial Heights,Cushman & Wakefield | Thalhimer,Connie Nielsen,TriCities,Colonial Heights,VA,23834-3605,Colonial Heights,,,,N,,,0.00,2005,,4863,,Single,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,,D. Richard Bushey
798 Southpark Blvd,Park South,Retail (Neighborhood Center),3,,,C,Existing,42957,26003,$17.12 - 20.92 (Est.),Storefront,Richmond,Colonial Heights,,,TriCities,Colonial Heights,VA,23834,Colonial Heights,,,,N,11/17/2022,"4,200,000",97.37,1992,,42957,4.89,Multi,12/18/2012,51041C0435D,510039,0435D,No,100-year and 500-year Floodplain,,
1865 Southpark Blvd,Southpark Square,Retail,4,,,B,Existing,34705,5120,$15.68 - 19.16 (Est.),Storefront,Richmond,Colonial Heights,,,TriCities,Colonial Heights,VA,23834-3607,Colonial Heights,,,,N,12/28/2022,"5,400,000",91.70,1991,,34705,10.37,Multi,12/18/2012,51041C0345D,510039,0345D,No,100-year and 500-year Floodplain,,Drew Karras
1901-1909 Southpark Blvd,,Retail (Power Center),3,,,B,Existing,10600,5339,$27.74 - 33.90 (Est.),,Richmond,Colonial Heights,Cushman & Wakefield | Thalhimer,Connie Nielsen,TriCities,Colonial Heights,VA,23834,Colonial Heights,,,,N,6/23/2016,"3,071,003",49.63,2013,,10600,,Multi,12/18/2012,51041C0345D,510039,0345D,No,100-year and 500-year Floodplain,,
230-346 Southpark Cir,Southpark Mall,Retail (Regional Mall),3,,,B,Existing,232380,11513,$20.74 - 25.35 (Est.),,Richmond,Colonial Heights,"CBL Properties, Inc.",Allen Rock,TriCities,Colonial Heights,VA,23834-2948,Colonial Heights,,,,N,,,95.05,1989,2007,232380,5.85,Multi,12/18/2012,51041C0345D,510039,0345D,No,100-year and 500-year Floodplain,,Michael Harrison
12000-12020 Southshore Pointe Rd,,Retail (Neighborhood Center),3,,,C,Existing,18483,2024,$20.57 - 25.14 (Est.),Retail Building,Richmond,Swift Creek,Cushman & Wakefield | Thalhimer,Alicia Brown,Southwest,Midlothian,VA,23112-2088,Chesterfield,,,,N,8/4/2016,"3,121,957",94.52,2006,,18483,2.43,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,,
640-4632 E Southside Plaza St,Southside Plaza,Retail (Community Center),3,,,C,Existing,278173,10230,$12.63 - 15.44 (Est.),,Richmond,Midlothian E/Hull St,"Divaris Real Estate, Inc.",Loretta Cataldi,Southwest,Richmond,VA,23224-1742,Richmond City,,,,N,,,96.32,1957,1980,278173,3.34,Multi,04/02/2009,5101290038D,510129,0038D,No,100-year and 500-year Floodplain,,John Collich
7101 Staples Mill Rd,,Retail (Neighborhood Center),2,,,C,Existing,4953,4953,$14.43 - 17.64 (Est.),Restaurant,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23228-4110,Henrico,,,,N,,,100.00,1973,,4953,10.09,Single,04/02/2009,5101290026D,51087C,0026D,No,100-year and 500-year Floodplain,,
7137-7153 Staples Mill Rd,,Retail (Neighborhood Center),3,,,B,Existing,11524,2175,$16.59 - 20.27 (Est.),Freestanding,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23228,Henrico,,,,N,,,81.13,1987,,11524,6.07,Multi,04/02/2009,5101290026D,51087C,0026D,No,100-year and 500-year Floodplain,,Marianne Metzger
8101-8131 Staples Mill Rd,Wistar Center - Building 1,Retail (Strip Center),2,,,B,Existing,21322,2460,$13.10 - 16.02 (Est.),,Richmond,Staples Mill/Parham,CBRE,Susan Jones,Northwest,Richmond,VA,23228,Henrico,,,,N,4/26/2023,"3,176,142",100.00,1989,2015,21322,4.33,Multi,12/18/2012,51041C0050D,51087C,0050D,Yes,100-year Floodplain,,Jerry Hahn
9041 Staples Mill Rd,Staples Mill Square,Retail (Community Center),4,,,A,Existing,61662,15401,$22.03 - 26.93 (Est.),Storefront,Richmond,Staples Mill/Parham,Rosenthal Properties LLC,Brian Greene,Northwest,Richmond,VA,23228-2022,Henrico,,,,N,5/30/2023,,95.04,2007,,61662,4.75,Multi,12/02/2008,51085C0295B,51087C,0295B,No,100-year and 500-year Floodplain,,
10220-10298 Staples Mill Rd,The Shoppes at Crossridge,Retail (Neighborhood Center),3,,,B,Existing,93762,3600,$19.45 - 23.77 (Est.),Storefront,Richmond,Staples Mill/Parham,The Wilton Companies,Doug Mallory,Northwest,Glen Allen,VA,23060,Henrico,,,,N,,,100.00,2003,,93762,6.30,Multi,12/02/2008,51085C0295B,51087C,0295B,No,100-year and 500-year Floodplain,,Richard Johnson
11 Steam Brewery Ct,James River Steam Brewery,Retail,3,,,B,Existing,7000,7000,$14.48 - 17.70 (Est.),Restaurant,Richmond,East End,Cushman & Wakefield | Thalhimer,Jeff Cooke,Southeast,Richmond,VA,23231-3037,Henrico,,,,N,,,0.00,2018,,7000,,,07/16/2014,5101290043D,51087C,0043D,No,100-year and 500-year Floodplain,,
201-211 Stonebridge Plaza Ave,Stonebridge Building P,Retail (Community Center),4,,,B,Existing,7200,1093,$27.65 - 33.79 (Est.),Freestanding,Richmond,Midlothian E/Hull St,Taylor Long Properties Inc.,Rebecca von Meister,Southwest,North Chesterfield,VA,23225-6972,Chesterfield,,,,N,11/18/2016,"3,459,539",100.00,2013,,7200,5.00,Multi,12/18/2012,51041C0132D,51041C,0132D,No,100-year and 500-year Floodplain,,
9200-9250 Stony Point Pky,Stony Point Fashion Park,Retail (Super Regional Mall),4,,,A,Existing,396961,197856,$20.37 - 24.90 (Est.),Freestanding,Richmond,Midlothian West,JLL,Matt Maloney,Southwest,Richmond,VA,23235,Richmond City,,,,N,3/31/2022,"14,625,000",50.16,2003,,198480,4.83,Multi,12/18/2012,51041C0040D,510129,0040D,No,100-year and 500-year Floodplain,,Howard Levine
3056-3096 Stony Point Rd,,Retail (Neighborhood Center),3,,,B,Existing,25850,5500,$18.46 - 22.57 (Est.),,Richmond,Midlothian West,"Ziff Properties, Inc.",Josh Owens,Southwest,Richmond,VA,23235,Richmond City,,,,N,2/14/2019,"2,797,449",100.00,1984,,25850,5.10,Multi,12/18/2012,51041C0040D,510129,0040D,No,100-year and 500-year Floodplain,,Christian Chamblee
1040-1172 Temple Ave,Southpark Crossing,Retail (Community Center),3,,,B,Existing,130112,12973,$20.81 - 25.44 (Est.),Storefront,Richmond,Colonial Heights,"Aston Properties, Inc.",Lauren Hansen,TriCities,Colonial Heights,VA,23834-2981,Colonial Heights,,,,N,,,90.03,1990,,130112,5.99,Multi,12/18/2012,51041C0345D,510039,0345D,Yes,100-year Floodplain,,Bill Barnett
12413-12421 Tennessee Plz,,Retail (Power Center),3,,,B,Existing,7085,3000,$23.71 - 28.98 (Est.),,Richmond,Swift Creek,Cushman & Wakefield | Thalhimer,Richard Thalhimer,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,1/29/2014,"1,640,000",57.66,2004,,7085,7.52,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
201 Towne Center West Blvd,Building 7,Retail (Neighborhood Center),3,,,B,Existing,19494,887,$27.08 - 33.10 (Est.),,Richmond,Short Pump,The Breeden Company,Mark Pendleton,Northwest,Richmond,VA,23233,Henrico,,,,N,,,95.45,2007,,19494,3.95,Multi,12/02/2008,51075C0245B,51087C,0245B,No,100-year and 500-year Floodplain,,
1070 Virginia Center Pky,,Retail (Neighborhood Center),3,,,B,Existing,24400,2000,$23.81 - 29.10 (Est.),Retail Building,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Glen Allen,VA,23059-4676,Henrico,,,,N,12/17/2019,"6,350,000",91.80,2006,,24400,3.64,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,Cham Li
1080 Virginia Center Pky,,Retail (Neighborhood Center),4,,,A,Existing,22000,9186,$23.65 - 28.90 (Est.),,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Glen Allen,VA,23059-4677,Henrico,,,,N,,,58.25,2006,,22000,4.27,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,Hyun Kim
10392 Washington Hwy,Wigwam Crossing,Retail,3,,,B,Existing,15000,7882,$13.71 - 16.75 (Est.),Freestanding,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,Danielle Beckstoffer,Northwest,Ashland,VA,23005,Hanover,,,,N,,,47.45,2021,,15000,0.00,Multi,12/02/2008,51085C0305B,51085C,0305B,Yes,100-year Floodplain,,
1104-1108 Westbriar Dr,Tuckahoe Village Merchants Square,Retail,3,,,B,Existing,9221,1005,$16.45 - 20.11 (Est.),Freestanding,Richmond,Far West End South,The Wilton Companies,Doug Mallory,Northwest,Richmond,VA,23238-5014,Henrico,,,,N,,,100.00,1975,,9221,5.11,Multi,12/18/2012,51041C0050D,51087C,0050D,Yes,100-year Floodplain,,Richard Johnson
15505-15523 Westchester Commons Way,800,Retail (Power Center),3,,,A,Existing,16163,3200,$24.69 - 30.18 (Est.),Freestanding,Richmond,Midlothian Village,Cushman & Wakefield | Thalhimer,David Crawford,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,,,100.00,2009,,16163,2.32,Multi,12/18/2012,51041C0015D,51041C,0015D,No,100-year and 500-year Floodplain,,
15605-15617 Westchester Commons Way,700,Retail (Power Center),3,,,B,Existing,11879,1800,$24.73 - 30.23 (Est.),Freestanding,Richmond,Midlothian Village,Cushman & Wakefield | Thalhimer,David Crawford,Southwest,Midlothian,VA,23113,Chesterfield,,,,N,,,100.00,2009,,11879,4.12,Multi,12/18/2012,51041C0015D,51041C,0015D,No,100-year and 500-year Floodplain,,Michael Cooperman
4307 Williamsburg Rd,SunTrust,Retail,2,,,C,Existing,3283,3283,$15.00 - 18.34 (Est.),Bank,Richmond,East End,Colliers | Virginia,Robby Brownfield,Southeast,Richmond,VA,23231,Henrico,,,,N,6/20/2013,"552,230",0.00,1973,,3283,8.09,Single,12/02/2008,51085C0440B,51087C,0440B,No,100-year and 500-year Floodplain,,Jill Fussell
1601 Willow Lawn Dr,Willow Lawn,Retail (Lifestyle Center),3,,,B,Existing,319179,17377,$24.25 - 29.63 (Est.),,Richmond,Willowlawn,Federal Realty Investment Trust,Jenn Davidson,Northwest,Richmond,VA,23230-3427,Henrico,,,,N,,,94.56,1957,2011,319179,4.94,Multi,04/02/2009,5101290028D,51087C,0028D,No,500-year Floodplain,,Kari Glinski
1700 Willow Lawn Dr,Willow Lawn Plaza,Retail,4,,,A,Existing,37400,16736,$28.49 - 34.82 (Est.),Storefront Retail/Office,Richmond,Willowlawn,Cushman & Wakefield | Thalhimer,Annie O'Connor,Northwest,Richmond,VA,23230-3003,Henrico,,,,N,,,55.25,2008,,18700,5.11,Multi,04/02/2009,5101290028D,51087C,0028D,No,500-year Floodplain,,
3601 Cox Rd,Shoppes at Twin Oaks - Building A,Retail (Strip Center),3,,,B,Existing,14019,4857,$18.68 - 22.83 (Est.),Freestanding,Richmond,Broad St Corridor,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23233,Henrico,,,,N,2/12/2016,"2,207,144",100.00,2006,,14019,4.67,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,"11'0""",Chris Good
